customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
140,Diane,Hopkins,diane.hopkins@gmail.com,+1-650-532-9747,2024-06-08 10:22:50.364318,High_Value,Push,26-35,Low,258.34,0.23,True,True,True,2025-07-04 13:16:26.935156,20,Beauty
141,Pamela,Singh,pamela452@hotmail.com,+1-514-449-6267,2025-03-05 19:40:56.388566,New_Customer,SMS,46-55,Medium,124.73,0.53,False,False,False,2025-07-04 13:17:42.562903,1,Books
142,Matthew,Harper,matthew.harper@hotmail.com,+1-542-855-1316,2024-02-12 09:39:33.996640,New_Customer,SMS,46-55,Premium,115.15,0.75,True,True,False,2025-07-04 13:18:11.149839,38,Electronics
143,Kristen,Horton,kristen168@outlook.com,+1-320-988-3293,2024-03-26 02:03:20.052225,New_Customer,SMS,46-55,Premium,144.15,0.52,True,False,False,2025-07-04 13:18:22.424494,22,Sports
144,Sheena,Hicks,sheenahicks@gmail.com,+1-396-214-9623,2023-10-04 17:21:00.939514,Medium_Value,Push,46-55,Medium,160.3,0.67,True,True,False,2025-07-04 13:14:12.698113,17,Sports
145,Zachary,Clark,zachary.clark@gmail.com,+1-842-668-1097,2024-05-15 18:35:49.438064,New_Customer,Direct,55+,Medium,131.56,0.59,True,True,False,2025-07-04 13:13:40.813918,25,Clothing
146,Susan,Lam,susanlam@outlook.com,+1-624-805-5514,2024-12-04 02:36:36.756983,High_Value,Email,26-35,Premium,344.2,0.33,False,True,True,2025-07-04 13:13:22.631589,20,Electronics
147,Deborah,Wallace,deborahwallace@yahoo.com,+1-761-209-2421,2023-10-24 05:50:00.147351,High_Value,Push,26-35,High,155.71,0.36,True,True,False,2025-07-04 13:16:28.254675,20,Clothing
148,Lisa,Morgan,lisamorgan@hotmail.com,+1-283-852-6851,2024-06-28 00:29:21.662079,Medium_Value,Social,36-45,High,109.46,0.5,False,True,True,,6,Clothing
149,Darlene,Norris,darlenenorris@hotmail.com,+1-813-880-8305,2025-02-22 12:28:49.074229,Medium_Value,Direct,26-35,Medium,142.12,0.49,True,False,True,2025-07-04 13:18:00.583704,5,Sports
150,Brianna,Warren,brianna346@gmail.com,+1-755-758-9558,2024-03-23 15:13:45.196190,New_Customer,Direct,18-25,Premium,33.82,0.64,True,False,True,,0,Clothing
151,Cynthia,Padilla,cynthia.padilla@hotmail.com,+1-438-290-6638,2024-11-13 21:43:04.415310,Low_Value,SMS,26-35,Premium,65.56,0.75,True,False,False,2025-07-04 13:12:53.817332,0,Beauty
152,Brandon,Crawford,brandon72@outlook.com,+1-930-611-3284,2024-08-11 21:43:26.752122,High_Value,SMS,26-35,Medium,229.93,0.36,True,True,True,2025-07-04 13:13:59.126893,0,Sports
153,Sharon,Beasley,sharonbeasley@outlook.com,+1-767-926-5079,2023-07-05 07:25:52.318714,New_Customer,Social,36-45,Medium,88.79,0.66,False,True,True,2025-07-04 13:14:40.840053,7,Electronics
154,Kelly,Bass,kellybass@hotmail.com,+1-237-217-9862,2023-12-29 19:30:06.594237,New_Customer,Social,46-55,Low,40.94,0.62,False,False,True,2025-07-04 13:17:00.801239,48,Electronics
155,Morgan,Mason,morgan.mason@yahoo.com,+1-291-491-7317,2024-07-02 08:32:11.075624,Medium_Value,Direct,18-25,,124.79,0.53,True,False,False,2025-07-04 13:14:33.091742,25,Electronics
156,Laura,Collins,laura.collins@hotmail.com,+1-362-736-8682,2025-03-26 01:54:32.664745,Medium_Value,Email,55+,Medium,188.53,0.5,True,True,False,2025-07-04 13:14:13.836363,45,Sports
157,Tim,Peck,timpeck@outlook.com,+1-667-837-3316,2023-07-22 20:16:38.844377,New_Customer,SMS,46-55,High,41.88,0.54,False,False,False,2025-07-04 13:13:47.942796,31,Home
158,Zachary,Calhoun,zacharycalhoun@gmail.com,+1-901-511-4376,2025-06-26 20:19:19.571899,New_Customer,SMS,36-45,Medium,89.13,0.63,False,True,False,,11,Electronics
159,Valerie,Johnson,valerie336@outlook.com,+1-706-695-3857,2025-03-28 10:50:17.334823,High_Value,Email,55+,High,264.66,0.32,True,True,True,,23,Books
160,Kathleen,Walker,kathleen611@outlook.com,+1-512-942-2595,2024-09-26 13:11:57.936838,Low_Value,Social,36-45,Premium,98.63,0.68,True,False,True,2025-07-04 13:17:34.498438,24,Home
161,Melissa,Haynes,melissa.haynes@gmail.com,+1-327-738-7806,2023-09-17 22:31:37.964420,Medium_Value,Direct,46-55,Medium,152.06,0.64,True,False,False,2025-07-04 13:17:04.115832,19,Sports
162,Ronald,Ochoa,ronaldochoa@hotmail.com,+1-688-225-4509,2025-06-23 16:37:48.726967,High_Value,Email,26-35,Low,332.81,0.22,True,True,True,,39,Sports
163,Cathy,Foster,cathy768@outlook.com,+1-840-230-5252,2025-01-03 05:40:24.602045,High_Value,Push,18-25,Medium,452.68,0.35,True,False,True,2025-07-04 13:16:02.924398,47,Sports
164,Derek,Jones,derek.jones@hotmail.com,+1-283-970-7711,2025-03-03 03:17:23.392997,Low_Value,SMS,36-45,Low,30.05,0.62,False,False,False,2025-07-04 13:13:08.974630,17,Sports
165,Leslie,Anderson,leslie.anderson@yahoo.com,+1-647-393-2130,2025-06-20 06:28:38.904799,Medium_Value,SMS,18-25,Premium,88.12,0.54,False,False,True,2025-07-04 13:17:40.301448,33,Sports
166,Justin,Farley,justin50@outlook.com,+1-681-691-1571,2025-06-27 07:27:02.806983,New_Customer,Push,55+,Medium,43.18,0.5,True,False,True,2025-07-04 13:17:53.196284,42,Electronics
167,Julie,Garcia,juliegarcia@hotmail.com,+1-988-854-7560,2024-08-29 13:16:05.793133,New_Customer,Email,46-55,Low,107.46,0.67,True,False,False,2025-07-04 13:15:06.380416,17,Clothing
168,Elizabeth,Sandoval,elizabeth176@hotmail.com,+1-692-866-3823,2023-11-21 05:33:17.563269,Medium_Value,Direct,18-25,Premium,186.6,0.69,True,False,False,2025-07-04 13:14:06.959867,35,Books
169,Michelle,Blair,michelleblair@outlook.com,+1-815-565-5478,2024-10-13 07:35:46.905001,New_Customer,Push,26-35,Low,132.16,0.79,False,True,False,2025-07-04 13:15:36.925002,30,Beauty
170,Samantha,Morrison,samanthamorrison@yahoo.com,+1-238-660-6655,2023-08-19 18:04:24.515375,Medium_Value,SMS,36-45,High,196.33,0.41,True,True,False,2025-07-04 13:18:21.202840,50,Clothing
171,Madeline,Williams,madeline.williams@outlook.com,+1-291-836-4503,2024-11-01 08:32:41.065063,High_Value,Email,36-45,Premium,155.64,0.4,False,False,False,2025-07-04 13:17:48.244112,23,Beauty
172,James,Warner,james.warner@gmail.com,+1-928-820-2143,2024-08-31 01:00:46.186627,New_Customer,Push,36-45,Medium,83.18,0.5,True,False,True,2025-07-04 13:16:58.021111,33,Sports
173,Jack,Schmidt,jack589@hotmail.com,+1-777-243-3391,2025-01-18 15:23:30.550438,New_Customer,SMS,36-45,,134.55,0.55,False,True,True,,38,Home
174,Richard,Bates,richard.bates@outlook.com,+1-224-914-1062,2023-09-14 15:21:43.316749,High_Value,Email,55+,Medium,427.34,0.21,True,True,False,2025-07-04 13:12:48.343747,25,Sports
175,Erika,Lowery,erika.lowery@hotmail.com,+1-858-649-4309,2023-08-24 01:04:28.255394,Low_Value,SMS,26-35,,46.57,0.69,False,True,True,2025-07-04 13:13:39.575594,7,Clothing
176,Mark,Johnson,mark.johnson@yahoo.com,+1-337-261-9558,2023-07-24 20:47:02.853225,Low_Value,SMS,36-45,Low,76.63,0.78,False,True,True,2025-07-04 13:17:47.307926,43,Sports
177,Leah,Wilson,leah833@yahoo.com,+1-605-528-3571,2024-05-13 18:10:24.993572,Low_Value,Social,36-45,High,75.83,0.76,True,False,False,2025-07-04 13:16:24.078409,28,Electronics
178,Jose,Glover,jose.glover@outlook.com,+1-663-788-1934,2024-05-30 01:39:19.928075,New_Customer,Push,46-55,Premium,41.73,0.54,True,True,True,2025-07-04 13:13:42.781798,46,Electronics
179,Larry,Campbell,larry.campbell@gmail.com,+1-549-785-6876,2023-10-29 16:36:36.894769,Low_Value,SMS,55+,Medium,74.25,0.84,True,False,True,,32,Books
180,Mike,Conley,mikeconley@hotmail.com,+1-243-516-8562,2024-10-18 21:52:57.723921,New_Customer,Push,36-45,Premium,103.05,0.75,True,True,False,2025-07-04 13:17:47.244628,25,Clothing
181,James,Price,james919@outlook.com,+1-869-635-2378,2023-09-16 13:47:40.746391,High_Value,Social,,Medium,297.65,0.35,False,True,True,,15,Beauty
182,Bryan,Flores,bryan663@gmail.com,+1-272-222-5121,2024-01-08 02:47:39.341546,Low_Value,Push,26-35,High,36.93,0.62,True,True,True,2025-07-04 13:14:46.995694,40,Books
183,Mark,Reese,mark.reese@outlook.com,+1-704-355-4657,2025-02-25 21:00:43.731939,Medium_Value,Direct,46-55,Low,118.93,0.54,True,True,True,2025-07-04 13:17:59.559751,27,Sports
184,Joseph,Bradshaw,josephbradshaw@gmail.com,+1-358-579-9713,2023-09-16 08:20:12.115386,High_Value,Direct,55+,Medium,301.87,0.36,True,False,False,2025-07-04 13:18:12.290933,33,Clothing
185,Sherri,Cruz,sherri.cruz@hotmail.com,+1-573-713-3372,2025-04-20 02:17:59.405327,High_Value,SMS,18-25,Medium,260.01,0.23,False,True,True,2025-07-04 13:13:36.106024,14,Books
186,Aaron,Robinson,aaron622@hotmail.com,+1-358-290-3437,2025-06-30 17:31:30.068943,High_Value,SMS,46-55,Medium,390.73,0.33,False,True,True,2025-07-04 13:13:24.423758,2,Beauty
187,Jessica,Fields,jessicafields@outlook.com,+1-379-204-9685,2023-08-28 16:54:17.835307,Low_Value,Direct,,,64.64,0.86,True,False,True,2025-07-04 13:18:39.733239,35,Books
188,Margaret,Cunningham,margaretcunningham@gmail.com,+1-230-663-4696,2023-11-25 03:12:46.777913,High_Value,SMS,46-55,Low,274.0,0.25,True,True,True,2025-07-04 13:17:18.710064,45,Home
189,Kristy,Nelson,kristy.nelson@hotmail.com,+1-453-301-2805,2023-12-23 01:32:03.474039,Medium_Value,Email,55+,,111.59,0.62,False,True,False,2025-07-04 13:16:11.983183,44,Beauty
190,Shannon,Hamilton,shannon489@hotmail.com,+1-215-906-3627,2023-08-27 07:18:48.388296,Medium_Value,Push,26-35,High,120.89,0.54,True,False,True,2025-07-04 13:14:37.850676,9,Sports
191,Dawn,Hernandez,dawn407@hotmail.com,+1-607-852-5701,2023-07-13 01:11:52.833250,Low_Value,Social,18-25,Low,95.4,0.87,True,False,False,2025-07-04 13:15:48.506360,6,Home
192,Louis,Lee,louis.lee@yahoo.com,+1-408-261-4285,2024-01-21 01:41:04.359063,Medium_Value,Social,36-45,Medium,126.11,0.43,False,True,False,2025-07-04 13:18:13.136078,42,Clothing
193,Christina,Espinoza,christinaespinoza@hotmail.com,+1-780-543-1323,2025-06-01 06:04:03.283998,Low_Value,Email,26-35,High,91.55,0.66,True,True,False,,44,Home
194,Dustin,Ochoa,dustinochoa@hotmail.com,+1-360-791-9340,2023-11-28 02:06:59.274669,Low_Value,Social,18-25,Medium,30.8,0.83,True,False,False,2025-07-04 13:14:32.450228,40,Electronics
195,Melissa,Diaz,melissa18@yahoo.com,+1-335-552-1389,2024-08-23 14:26:33.506696,Low_Value,Email,36-45,High,94.8,0.69,False,True,True,,31,Home
196,Alison,Bowers,alisonbowers@outlook.com,+1-348-939-2874,2024-05-17 07:42:12.482264,Medium_Value,Direct,18-25,Premium,77.77,0.56,False,True,False,,3,Beauty
197,Paul,Love,paullove@yahoo.com,+1-662-952-2811,2024-03-11 00:57:24.895888,High_Value,Push,18-25,High,235.03,0.26,True,True,True,2025-07-04 13:14:58.077516,23,Home
198,Monique,Mullins,moniquemullins@outlook.com,+1-957-467-9953,2025-04-03 01:43:08.212591,Low_Value,Social,26-35,Premium,99.53,0.69,True,False,True,2025-07-04 13:17:34.224623,26,Sports
199,Theresa,Craig,theresa604@yahoo.com,+1-583-233-4146,2024-01-02 09:41:19.697957,Low_Value,Push,26-35,Medium,60.91,0.85,False,False,True,2025-07-04 13:18:19.245523,5,Sports
200,Megan,Sherman,megan679@gmail.com,+1-626-298-9074,2025-06-14 05:01:52.074292,High_Value,Social,36-45,Premium,419.31,0.38,False,False,False,,15,Books
201,Amy,Carroll,amy.carroll@hotmail.com,+1-501-231-9648,2023-10-16 17:44:14.622680,High_Value,Email,26-35,Premium,238.07,0.33,False,True,False,2025-07-04 13:15:16.712378,1,Electronics
202,Megan,Osborne,meganosborne@yahoo.com,+1-379-482-9525,2024-08-16 01:22:02.894242,Medium_Value,Social,18-25,High,134.51,0.68,True,True,True,2025-07-04 13:18:02.423123,17,Electronics
203,Robert,Ramirez,robertramirez@gmail.com,+1-975-336-7169,2023-09-23 21:37:42.679590,Medium_Value,SMS,46-55,Premium,173.54,0.57,False,False,True,2025-07-04 13:12:52.557425,42,Books
204,Jonathan,Matthews,jonathan.matthews@yahoo.com,+1-917-366-7806,2025-05-22 13:15:15.867957,Medium_Value,Push,26-35,Low,111.05,0.58,False,True,False,2025-07-04 13:14:24.437034,9,Home
205,Sherri,Reynolds,sherri.reynolds@hotmail.com,+1-646-333-6584,2025-05-09 00:34:19.395588,Low_Value,Social,26-35,,65.22,0.64,True,True,True,2025-07-04 13:13:50.065236,1,Books
206,Michael,Kim,michaelkim@hotmail.com,+1-387-336-4386,2024-12-29 10:24:16.270400,Medium_Value,Direct,26-35,,97.48,0.57,True,True,False,2025-07-04 13:12:56.472411,10,Clothing
207,Juan,Jennings,juanjennings@outlook.com,+1-560-445-9482,2024-06-27 16:46:11.386309,New_Customer,SMS,46-55,Low,106.61,0.66,False,True,True,,49,Books
208,Dennis,Green,dennis.green@outlook.com,+1-763-638-9404,2023-11-10 11:34:40.545892,Medium_Value,SMS,26-35,Premium,198.0,0.66,True,False,False,2025-07-04 13:18:24.738255,37,Home
209,Donna,Johnson,donna.johnson@hotmail.com,+1-418-884-2934,2025-06-18 04:20:07.051512,New_Customer,Email,26-35,Medium,60.11,0.53,False,False,True,,37,Sports
210,Kendra,Hall,kendra.hall@yahoo.com,+1-444-799-4202,2025-03-13 07:22:41.739763,New_Customer,SMS,55+,Premium,86.16,0.63,True,False,True,2025-07-04 13:18:11.121974,45,Sports
211,Melanie,Jackson,melanie626@yahoo.com,+1-901-915-9124,2024-11-13 22:50:25.603075,Low_Value,Social,46-55,High,38.97,0.83,True,True,True,2025-07-04 13:16:33.666570,40,Home
212,Jessica,Harper,jessicaharper@yahoo.com,+1-659-904-2301,2024-02-17 04:16:25.820358,Low_Value,Email,36-45,,68.9,0.78,False,True,True,2025-07-04 13:18:36.539607,8,Electronics
213,Pam,Bennett,pam.bennett@outlook.com,+1-221-745-2269,2024-09-09 14:12:26.462317,New_Customer,SMS,26-35,Medium,122.78,0.63,True,True,False,2025-07-04 13:14:35.648511,9,Sports
214,Shelly,Gonzalez,shellygonzalez@hotmail.com,+1-917-436-9893,2023-12-15 20:28:53.940444,New_Customer,Social,18-25,Premium,61.52,0.72,False,True,True,2025-07-04 13:17:17.250745,31,Sports
215,Gregory,Mcdonald,gregory105@outlook.com,+1-725-303-1134,2024-01-02 12:47:33.837163,Medium_Value,Email,46-55,Low,174.12,0.59,False,False,False,2025-07-04 13:13:05.846589,29,Beauty
216,Lisa,Day,lisa.day@gmail.com,+1-237-245-1855,2024-06-20 19:34:27.627025,Low_Value,Social,18-25,Premium,28.07,0.76,True,False,False,2025-07-04 13:12:43.029726,5,Sports
217,Sarah,Rivers,sarah.rivers@yahoo.com,+1-948-347-2246,2024-05-27 01:40:19.850344,Medium_Value,Social,46-55,,144.84,0.6,False,False,True,2025-07-04 13:17:11.802256,6,Books
218,Michael,Schwartz,michael634@gmail.com,+1-833-937-5706,2024-12-17 06:29:03.601824,Medium_Value,Push,46-55,Low,159.07,0.44,True,True,True,2025-07-04 13:13:55.671059,26,Books
219,Alexander,Rivera,alexanderrivera@gmail.com,+1-744-229-8285,2023-10-28 12:59:54.396741,Medium_Value,Direct,36-45,Low,173.72,0.53,True,False,True,2025-07-04 13:13:35.323947,19,Books
220,Derek,Glenn,derek214@hotmail.com,+1-242-381-9928,2024-02-15 11:30:43.849476,Medium_Value,Email,55+,Low,169.76,0.46,False,True,True,,41,Home
221,Charles,Morrow,charlesmorrow@outlook.com,+1-677-322-4381,2025-03-18 12:50:34.553389,Medium_Value,Push,55+,Low,107.3,0.62,False,True,True,2025-07-04 13:15:50.543031,39,Books
222,Paul,Jenkins,pauljenkins@gmail.com,+1-216-921-4351,2023-11-17 00:17:31.265358,Medium_Value,SMS,,High,152.45,0.58,True,True,False,2025-07-04 13:14:47.601358,7,Beauty
223,William,Phillips,william861@yahoo.com,+1-803-954-2883,2024-01-01 18:20:15.915986,New_Customer,SMS,55+,Premium,140.16,0.78,True,True,True,,24,Beauty
224,Amber,Collier,amber800@gmail.com,+1-370-810-8186,2023-12-23 16:15:01.058877,High_Value,Social,26-35,,489.45,0.36,False,True,False,2025-07-04 13:14:15.675668,27,Books
225,Robert,Reyes,robertreyes@gmail.com,+1-670-522-2130,2025-05-27 00:55:15.527915,New_Customer,SMS,55+,Medium,85.06,0.79,False,True,False,,12,Books
226,Lisa,Harper,lisa961@hotmail.com,+1-462-549-9110,2024-01-08 00:07:13.839950,New_Customer,Social,55+,,55.0,0.77,True,True,False,2025-07-04 13:16:26.502258,17,Beauty
227,Destiny,Green,destinygreen@outlook.com,+1-602-271-6377,2023-09-29 17:07:22.034643,Low_Value,Email,26-35,High,43.76,0.64,False,True,True,2025-07-04 13:15:58.902112,15,Home
228,Raymond,Baker,raymond.baker@gmail.com,+1-272-637-6870,2024-02-23 22:10:34.714881,High_Value,Direct,18-25,Medium,456.71,0.22,False,False,False,2025-07-04 13:13:00.702052,18,Electronics
229,Larry,Robertson,larry433@gmail.com,+1-783-399-6441,2025-04-25 17:44:28.296655,Low_Value,Direct,26-35,Medium,52.48,0.6,False,False,False,2025-07-04 13:15:55.563886,1,Electronics
230,Nathaniel,Fry,nathanielfry@yahoo.com,+1-883-586-3462,2024-09-13 04:28:16.013793,Medium_Value,Social,26-35,High,179.03,0.45,True,True,False,2025-07-04 13:17:22.500818,30,Home
231,Kristina,Harrington,kristinaharrington@hotmail.com,+1-372-328-3042,2025-06-03 04:16:48.231436,New_Customer,Social,18-25,,55.77,0.57,True,False,True,2025-07-04 13:15:08.115262,15,Home
232,Lee,Howe,lee.howe@gmail.com,+1-653-261-2731,2023-11-29 11:24:11.280988,High_Value,Email,18-25,Medium,194.17,0.4,False,True,True,2025-07-04 13:15:31.760867,18,Clothing
233,Michelle,Williams,michelle.williams@gmail.com,+1-396-362-5985,2024-08-04 13:03:45.025836,Low_Value,Push,36-45,Medium,55.55,0.78,True,True,True,2025-07-04 13:17:07.479967,22,Sports
234,Diana,Lopez,diana.lopez@gmail.com,+1-705-921-8047,2025-05-07 05:44:16.646621,New_Customer,SMS,46-55,Medium,53.64,0.62,False,True,True,2025-07-04 13:14:00.705637,20,Books
235,Megan,Elliott,megan.elliott@outlook.com,+1-913-969-5878,2024-10-11 07:00:15.075887,High_Value,Push,18-25,Medium,210.95,0.35,False,True,True,2025-07-04 13:17:42.605508,3,Sports
236,Stacey,Fritz,staceyfritz@outlook.com,+1-687-320-2672,2024-06-22 04:52:15.445518,New_Customer,SMS,55+,Medium,49.09,0.69,True,False,True,2025-07-04 13:14:34.744976,27,Clothing
237,Debra,Ruiz,debra.ruiz@gmail.com,+1-662-216-2572,2024-06-21 10:00:44.002813,Medium_Value,Social,36-45,Medium,166.08,0.46,False,True,True,2025-07-04 13:14:29.527495,11,Beauty
238,Ryan,Stanley,ryanstanley@gmail.com,+1-387-819-6707,2024-10-04 04:12:31.002838,High_Value,Push,26-35,,242.64,0.24,True,True,False,2025-07-04 13:15:42.951746,2,Home
239,Debra,Tucker,debratucker@outlook.com,+1-837-774-5365,2024-08-20 07:49:07.443430,High_Value,Email,26-35,Premium,205.64,0.26,False,False,True,2025-07-04 13:12:59.212561,8,Books
240,Allison,Russell,allison.russell@hotmail.com,+1-874-411-3771,2024-07-21 05:26:17.031625,Low_Value,Push,26-35,High,62.74,0.76,True,True,False,2025-07-04 13:18:12.148421,16,Electronics
241,Rachel,Cunningham,rachel.cunningham@yahoo.com,+1-818-893-8875,2025-02-04 03:48:36.669671,High_Value,SMS,,Low,259.29,0.37,True,True,False,2025-07-04 13:14:59.768851,9,Beauty
242,Jesse,Rodriguez,jesse.rodriguez@yahoo.com,+1-893-855-1653,2024-01-11 10:55:14.951935,High_Value,Push,55+,High,459.25,0.24,True,True,False,2025-07-04 13:17:27.984774,34,Home
243,Ronald,Morgan,ronaldmorgan@outlook.com,+1-494-580-8369,2023-07-05 11:41:17.564211,Low_Value,Push,55+,Premium,86.25,0.72,False,True,True,2025-07-04 13:13:00.992057,4,Home
244,Michael,Monroe,michael.monroe@yahoo.com,+1-649-918-2191,2024-02-22 06:29:25.305825,Medium_Value,Email,46-55,Low,85.89,0.57,True,True,False,2025-07-04 13:17:45.664205,24,Clothing
245,Crystal,Thompson,crystal.thompson@gmail.com,+1-514-658-2460,2024-10-31 16:28:43.862710,Low_Value,Email,,Premium,42.8,0.8,False,True,True,,35,Books
246,James,Weaver,jamesweaver@hotmail.com,+1-603-870-2046,2024-06-01 03:28:05.589878,New_Customer,Push,26-35,Medium,137.6,0.67,True,True,False,2025-07-04 13:15:29.793793,35,Clothing
247,Gary,Kramer,gary441@hotmail.com,+1-846-474-5238,2025-02-05 12:06:39.646653,New_Customer,Push,,High,84.19,0.69,True,True,True,2025-07-04 13:14:04.327190,47,Clothing
248,Shelby,Wong,shelby.wong@gmail.com,+1-965-546-6610,2024-07-11 10:47:32.708675,Medium_Value,Email,26-35,High,97.78,0.54,True,False,True,2025-07-04 13:14:39.100095,40,Home
249,Amanda,Armstrong,amanda.armstrong@gmail.com,+1-909-467-6421,2024-05-01 18:22:14.187683,New_Customer,Direct,26-35,High,53.81,0.61,True,False,True,2025-07-04 13:14:15.955138,12,Electronics
250,Ronald,Bowman,ronaldbowman@gmail.com,+1-491-843-2657,2024-10-14 14:26:07.342621,High_Value,Direct,26-35,Medium,244.38,0.32,True,True,False,2025-07-04 13:13:17.093399,1,Clothing
251,Grace,Lewis,grace.lewis@outlook.com,+1-415-703-2793,2024-06-22 05:48:28.280513,Medium_Value,SMS,26-35,High,80.12,0.48,False,False,False,2025-07-04 13:16:19.101742,32,Beauty
252,Melanie,Lee,melanielee@outlook.com,+1-769-794-8561,2024-06-08 06:38:43.753700,New_Customer,Social,55+,Low,37.91,0.54,False,False,False,2025-07-04 13:13:38.831161,44,Beauty
253,Stephen,Johnson,stephenjohnson@outlook.com,+1-751-780-1387,2024-02-04 00:01:11.110706,High_Value,Social,36-45,,180.44,0.23,True,True,False,2025-07-04 13:14:43.181455,14,Books
254,Todd,Robinson,toddrobinson@gmail.com,+1-703-590-9455,2025-01-26 00:26:49.029082,High_Value,Email,46-55,High,219.16,0.29,True,False,False,2025-07-04 13:13:09.411121,42,Clothing
255,Jason,Compton,jason.compton@hotmail.com,+1-275-406-5142,2024-01-14 20:05:07.492772,High_Value,SMS,26-35,Low,179.89,0.24,False,True,True,2025-07-04 13:18:27.506078,45,Books
256,Collin,Bowen,collin681@outlook.com,+1-490-698-6005,2025-05-21 19:10:34.919605,High_Value,Push,46-55,Medium,375.25,0.27,True,True,True,,19,Clothing
257,Brian,Shaw,brian.shaw@gmail.com,+1-523-491-9038,2024-08-18 06:32:36.084590,High_Value,Push,26-35,Low,407.5,0.38,False,False,False,2025-07-04 13:18:34.919769,9,Sports
258,Joseph,Jimenez,josephjimenez@outlook.com,+1-643-502-5117,2023-09-22 05:49:19.853017,New_Customer,SMS,36-45,Medium,131.73,0.51,False,False,True,2025-07-04 13:18:37.224689,25,Electronics
259,Ralph,Hale,ralphhale@outlook.com,+1-614-544-2701,2024-03-27 07:50:44.561117,New_Customer,SMS,46-55,Premium,76.94,0.57,False,False,False,2025-07-04 13:18:39.736172,28,Beauty
260,Jack,Hansen,jack.hansen@hotmail.com,+1-392-790-6766,2023-12-27 00:59:32.572280,New_Customer,Push,26-35,High,41.97,0.61,True,False,True,2025-07-04 13:13:41.418498,21,Books
